date,total_cases,new_cases,total_deaths,stringency_index,Kia,SK Hynix Inc,LG Corporation,Hyundai Motor Company,Posco Holdings Inc,Samsung Electronics,Kakao
2020-12-14,42758.0,0.0,580.0,57.87,63200.0,117000.0,84577.7734375,189000.0,276500.0,73800.0,74700.0
2020-12-15,42758.0,0.0,580.0,57.87,62000.0,117500.0,85565.0625,188500.0,269000.0,73800.0,74200.0
2020-12-16,42758.0,0.0,580.0,57.87,62500.0,117500.0,86552.3515625,190000.0,271500.0,73800.0,74400.0
2020-12-17,42758.0,0.0,580.0,57.87,62000.0,119500.0,85894.1640625,190500.0,268000.0,73300.0,73800.0
2020-12-18,42758.0,0.0,580.0,57.87,62200.0,118500.0,86113.5546875,189000.0,269000.0,73000.0,73400.0
2020-12-21,49654.0,0.0,674.0,57.87,61300.0,116000.0,86223.2578125,187000.0,274500.0,73000.0,75900.0
2020-12-22,49654.0,0.0,674.0,61.57,59800.0,112500.0,85894.1640625,184000.0,267500.0,72300.0,75200.0
2020-12-23,49654.0,0.0,674.0,67.13,61400.0,116000.0,94779.765625,185000.0,267500.0,73900.0,75500.0
2020-12-24,49654.0,0.0,674.0,68.98,61700.0,118000.0,93243.9765625,187000.0,271000.0,77800.0,74800.0
2020-12-28,56855.0,0.0,808.0,68.98,62800.0,115500.0,96096.1484375,189500.0,273500.0,78700.0,74600.0
2020-12-29,56855.0,0.0,808.0,68.98,62300.0,116000.0,94340.96875,190500.0,270000.0,78300.0,76900.0
2020-12-30,56855.0,0.0,808.0,68.98,62400.0,118500.0,95986.453125,192000.0,272000.0,81000.0,77900.0
2021-01-04,64251.0,0.0,962.0,62.04,64000.0,126000.0,106298.140625,207500.0,273000.0,83000.0,79200.0
2021-01-05,64251.0,0.0,962.0,67.59,63700.0,130500.0,107833.921875,209500.0,285000.0,83900.0,78600.0
2021-01-06,64251.0,0.0,962.0,67.59,62200.0,131000.0,106736.9296875,203000.0,280000.0,82200.0,79100.0
2021-01-07,64251.0,0.0,962.0,63.89,63000.0,134500.0,117926.2109375,206000.0,291000.0,82900.0,80500.0
2021-01-08,64251.0,0.0,962.0,63.89,68300.0,138000.0,115732.234375,246000.0,294500.0,88800.0,86800.0
2021-01-11,69095.0,0.0,1125.0,63.89,70100.0,133000.0,112989.765625,267500.0,284000.0,91000.0,90600.0
2021-01-12,69095.0,0.0,1125.0,63.89,70200.0,129000.0,111892.7734375,261000.0,277000.0,90600.0,91500.0
2021-01-13,69095.0,0.0,1125.0,63.89,72200.0,133000.0,113538.2578125,259000.0,283500.0,89700.0,90900.0
2021-01-14,69095.0,0.0,1125.0,63.89,73800.0,130500.0,119023.1953125,250500.0,282000.0,89700.0,90300.0
2021-01-15,69095.0,0.0,1125.0,63.89,71100.0,127500.0,116280.7265625,240000.0,275000.0,88000.0,87500.0
2021-01-18,72718.0,0.0,1249.0,63.89,71500.0,130000.0,111892.7734375,241000.0,266000.0,85000.0,85500.0
2021-01-19,72718.0,0.0,1249.0,63.89,83400.0,130500.0,112989.765625,261500.0,271000.0,87000.0,88000.0
2021-01-20,72718.0,0.0,1249.0,63.89,87600.0,130500.0,119023.1953125,259000.0,272000.0,87200.0,88800.0
2021-01-21,72718.0,0.0,1249.0,63.89,91100.0,131500.0,126702.1171875,264500.0,269500.0,88100.0,90800.0
2021-01-22,72718.0,0.0,1249.0,63.89,87800.0,128500.0,117377.71875,257000.0,261000.0,86800.0,92600.0
2021-01-25,75514.0,0.0,1349.0,63.89,93300.0,135000.0,121217.171875,260000.0,264500.0,89400.0,94700.0
2021-01-26,75514.0,0.0,1349.0,63.89,89700.0,129000.0,114635.2421875,251500.0,257500.0,86700.0,92200.0
2021-01-27,75514.0,0.0,1349.0,63.89,90000.0,128500.0,112989.765625,245500.0,259500.0,85600.0,93000.0
2021-01-28,75514.0,0.0,1349.0,63.89,88200.0,123000.0,113538.2578125,238500.0,250000.0,83700.0,91600.0
2021-01-29,75514.0,0.0,1349.0,63.89,82500.0,122500.0,108711.5078125,229000.0,245500.0,82000.0,88200.0
2021-02-01,78503.0,0.0,1420.0,63.89,90000.0,125000.0,112989.765625,238500.0,253000.0,83000.0,88300.0
2021-02-02,78503.0,0.0,1420.0,63.89,89100.0,130000.0,112441.2734375,240500.0,263000.0,84400.0,89100.0
2021-02-03,78503.0,0.0,1420.0,63.89,97700.0,130000.0,113538.2578125,245500.0,262500.0,84600.0,92400.0
2021-02-04,78503.0,0.0,1420.0,63.89,98100.0,125000.0,111892.7734375,248500.0,264500.0,82500.0,90900.0
2021-02-05,78503.0,0.0,1420.0,63.89,101500.0,127500.0,114086.75,249500.0,263000.0,83500.0,91000.0
2021-02-08,81176.0,0.0,1471.0,63.89,86300.0,125000.0,114086.75,234000.0,268500.0,83000.0,91400.0
2021-02-09,81176.0,0.0,1471.0,63.89,84900.0,125500.0,115183.7421875,236500.0,270000.0,82700.0,92200.0
2021-02-10,81176.0,0.0,1471.0,63.89,86400.0,126000.0,120668.6796875,245000.0,271000.0,81600.0,97900.0
2021-02-15,83861.0,0.0,1522.0,63.89,85700.0,132000.0,120120.1875,247500.0,268000.0,84200.0,100400.0
2021-02-16,83861.0,0.0,1522.0,63.89,85700.0,132500.0,122314.1640625,247500.0,271500.0,84900.0,102800.0
2021-02-17,83861.0,0.0,1522.0,63.89,83200.0,130000.0,115732.234375,243500.0,270500.0,83200.0,101800.0
2021-02-18,83861.0,0.0,1522.0,63.89,81000.0,126000.0,110795.7890625,235500.0,265000.0,82100.0,100200.0
2021-02-19,83861.0,0.0,1522.0,63.89,81800.0,133000.0,109260.0078125,242000.0,263500.0,82600.0,100800.0
2021-02-22,87317.0,0.0,1557.0,63.89,80000.0,136500.0,104762.3515625,241500.0,268000.0,82200.0,98100.0
2021-02-23,87317.0,0.0,1557.0,63.89,78700.0,138500.0,103775.0625,244500.0,279500.0,82000.0,97400.0
2021-02-24,87317.0,0.0,1557.0,63.89,75000.0,136000.0,103007.171875,235000.0,274000.0,82000.0,94700.0
2021-02-25,87317.0,0.0,1557.0,63.89,77000.0,148500.0,105639.9453125,245000.0,283000.0,85300.0,96900.0
2021-02-26,87317.0,0.0,1557.0,63.89,79400.0,141500.0,103007.171875,237000.0,281500.0,82500.0,97600.0
2021-03-02,90020.0,0.0,1603.0,58.33,80100.0,144500.0,102348.9765625,239000.0,285000.0,83600.0,98300.0
2021-03-03,90020.0,0.0,1603.0,58.33,80300.0,147000.0,103336.2734375,240000.0,299000.0,84000.0,98700.0
2021-03-04,90020.0,0.0,1603.0,58.33,78700.0,142000.0,100922.8984375,235000.0,309000.0,82400.0,96400.0
2021-03-05,90020.0,0.0,1603.0,58.33,81100.0,140000.0,99606.5078125,235000.0,314500.0,82100.0,94200.0
2021-03-08,92810.0,0.0,1634.0,58.33,82800.0,135500.0,99058.015625,230500.0,321500.0,82000.0,90800.0
2021-03-09,92810.0,0.0,1634.0,58.33,83500.0,136500.0,98070.7265625,231500.0,317000.0,81400.0,88200.0
2021-03-10,92810.0,0.0,1634.0,58.33,80700.0,133000.0,97193.140625,227500.0,293500.0,80900.0,92000.0
2021-03-11,92810.0,0.0,1634.0,58.33,82300.0,137000.0,99825.90625,228500.0,303000.0,82000.0,95800.0
2021-03-12,92810.0,0.0,1634.0,58.33,82800.0,140000.0,100813.1953125,232500.0,301000.0,82800.0,96200.0
2021-03-15,96007.0,0.0,1669.0,58.33,85800.0,136500.0,100484.1015625,232000.0,308000.0,81800.0,95800.0
2021-03-16,96007.0,0.0,1669.0,58.33,85800.0,140500.0,99825.90625,234000.0,306000.0,82800.0,95800.0
2021-03-17,96007.0,0.0,1669.0,58.33,84600.0,140000.0,97741.6328125,232000.0,295000.0,82300.0,97000.0
2021-03-18,96007.0,0.0,1669.0,58.33,87700.0,142000.0,97193.140625,234000.0,295500.0,82900.0,99600.0
2021-03-19,96007.0,0.0,1669.0,58.33,87500.0,138000.0,97083.4375,229500.0,288500.0,81900.0,98500.0
2021-03-22,99065.0,0.0,1696.0,58.33,86100.0,138000.0,96644.640625,229000.0,303500.0,82000.0,98800.0
2021-03-23,99065.0,0.0,1696.0,58.33,83500.0,135000.0,94450.6640625,226500.0,313000.0,81800.0,98100.0
2021-03-24,99065.0,0.0,1696.0,58.33,81800.0,133500.0,94231.265625,221000.0,306000.0,81000.0,98400.0
2021-03-25,99065.0,0.0,1696.0,58.33,81300.0,133000.0,96534.9453125,218000.0,308500.0,81200.0,97000.0
2021-03-26,99065.0,0.0,1696.0,58.33,80600.0,135000.0,97851.328125,215500.0,318000.0,81500.0,99000.0
2021-03-29,102127.0,0.0,1722.0,58.33,81000.0,132000.0,96754.34375,215500.0,327000.0,81600.0,97500.0
2021-03-30,102127.0,0.0,1722.0,58.33,84300.0,134500.0,100264.703125,219500.0,322500.0,82200.0,98700.0
2021-03-31,102127.0,0.0,1722.0,58.33,82900.0,132500.0,99167.71875,218000.0,320000.0,81400.0,99600.0
2021-04-01,102127.0,0.0,1722.0,58.33,83500.0,140500.0,100155.0078125,219000.0,318500.0,82900.0,99800.0
2021-04-02,102127.0,0.0,1722.0,58.33,86600.0,141000.0,101471.390625,233500.0,318500.0,84800.0,100200.0
2021-04-05,105747.0,0.0,1744.0,58.33,85500.0,143000.0,100703.5,234000.0,334500.0,85400.0,100400.0
2021-04-06,105747.0,0.0,1744.0,58.33,84900.0,143000.0,99277.4140625,230000.0,328500.0,86000.0,108800.0
2021-04-07,105747.0,0.0,1744.0,58.33,85300.0,143500.0,100155.0078125,230000.0,329000.0,85600.0,108400.0
2021-04-08,105747.0,0.0,1744.0,58.33,87100.0,144000.0,100264.703125,231500.0,331500.0,84700.0,109600.0
2021-04-09,105747.0,0.0,1744.0,58.33,84600.0,140000.0,99496.8125,228500.0,328000.0,83600.0,111600.0
2021-04-12,110141.0,0.0,1768.0,58.33,84300.0,137500.0,104213.859375,226000.0,329500.0,83200.0,111600.0
2021-04-13,110141.0,0.0,1768.0,58.33,85500.0,139500.0,105201.1484375,230000.0,327000.0,84000.0,111600.0
2021-04-14,110141.0,0.0,1768.0,58.33,86000.0,137000.0,111344.28125,232500.0,338500.0,84000.0,111600.0
2021-04-15,110141.0,0.0,1768.0,58.33,85200.0,137500.0,120120.1875,230500.0,346000.0,84100.0,120500.0
2021-04-16,110141.0,0.0,1768.0,58.33,86900.0,137500.0,120668.6796875,231500.0,343500.0,83900.0,119000.0
2021-04-19,114646.0,0.0,1797.0,58.33,85700.0,138000.0,123959.640625,230000.0,354000.0,83300.0,119000.0
2021-04-20,114646.0,0.0,1797.0,58.33,85900.0,138500.0,121217.171875,229000.0,355500.0,83900.0,119500.0
2021-04-21,114646.0,0.0,1797.0,58.33,83800.0,132500.0,119571.6953125,225500.0,351000.0,82600.0,118000.0
2021-04-22,114646.0,0.0,1797.0,58.33,83400.0,133000.0,119571.6953125,226000.0,353000.0,82400.0,117500.0
2021-04-23,114646.0,0.0,1797.0,58.33,81300.0,132500.0,125605.125,221000.0,355500.0,82800.0,117500.0
2021-04-26,119378.0,0.0,1813.0,58.33,82700.0,131500.0,136026.515625,221500.0,362500.0,83500.0,118000.0
2021-04-27,119378.0,0.0,1813.0,58.33,81900.0,135000.0,129993.078125,220000.0,377500.0,82900.0,121500.0
2021-04-28,119378.0,0.0,1813.0,58.33,81400.0,130000.0,138768.984375,221500.0,372500.0,82100.0,119500.0
2021-04-29,119378.0,0.0,1813.0,58.33,79300.0,130000.0,138768.984375,217500.0,373000.0,81700.0,117000.0
2021-04-30,119378.0,0.0,1813.0,58.33,77000.0,128000.0,138768.984375,212000.0,364000.0,81500.0,113500.0
2021-05-03,123720.0,0.0,1834.0,52.78,80100.0,131500.0,138768.984375,218000.0,368000.0,81700.0,114500.0
2021-05-04,123720.0,0.0,1834.0,52.78,80900.0,132000.0,138768.984375,223500.0,376500.0,82600.0,115500.0
2021-05-06,123720.0,0.0,1834.0,50.0,80200.0,129000.0,138768.984375,223500.0,395500.0,82300.0,115000.0
2021-05-07,123720.0,0.0,1834.0,50.0,80700.0,129500.0,138768.984375,224000.0,398000.0,81900.0,114500.0
2021-05-10,127764.0,0.0,1875.0,50.0,83000.0,130000.0,138768.984375,229500.0,407000.0,83200.0,116000.0
2021-05-11,127764.0,0.0,1875.0,50.0,81400.0,123000.0,138768.984375,226500.0,409500.0,81200.0,114500.0
2021-05-12,127764.0,0.0,1875.0,50.0,83100.0,119500.0,138768.984375,227500.0,399000.0,80000.0,113000.0
2021-05-13,127764.0,0.0,1875.0,50.0,81800.0,117500.0,138768.984375,229500.0,383500.0,78500.0,109500.0
2021-05-14,127764.0,0.0,1875.0,50.0,82600.0,118500.0,138768.984375,229000.0,380000.0,80100.0,109000.0
2021-05-17,132280.0,0.0,1903.0,50.0,81600.0,117500.0,138768.984375,227000.0,367000.0,79600.0,110500.0
2021-05-18,132280.0,0.0,1903.0,50.0,83000.0,121000.0,138768.984375,231000.0,385500.0,79600.0,113000.0
2021-05-20,132280.0,0.0,1903.0,50.0,80300.0,122500.0,138768.984375,224500.0,365000.0,79500.0,113500.0
2021-05-21,132280.0,0.0,1903.0,50.0,82700.0,122500.0,138768.984375,227500.0,360000.0,80100.0,117000.0
2021-05-24,136458.0,0.0,1934.0,50.0,82300.0,119500.0,138768.984375,228000.0,355500.0,79700.0,116500.0
2021-05-25,136458.0,0.0,1934.0,50.0,81800.0,123000.0,138768.984375,227500.0,358000.0,79900.0,118000.0
2021-05-26,136458.0,0.0,1934.0,50.0,81300.0,123000.0,138768.984375,223500.0,349000.0,79800.0,119500.0
2021-05-27,136458.0,0.0,1934.0,50.0,80800.0,125500.0,108500.0,220500.0,360000.0,79600.0,125000.0
2021-05-28,136458.0,0.0,1934.0,50.0,84700.0,125000.0,107000.0,232000.0,357000.0,80100.0,122000.0
2021-05-31,140338.0,0.0,1959.0,50.0,85600.0,127000.0,101000.0,235000.0,355000.0,80500.0,123000.0
2021-06-01,140338.0,0.0,1959.0,50.0,85700.0,128500.0,101000.0,237000.0,350000.0,80600.0,127000.0
2021-06-02,140338.0,0.0,1959.0,50.0,86300.0,126000.0,100500.0,238000.0,353000.0,80800.0,127000.0
2021-06-03,140338.0,0.0,1959.0,50.0,87000.0,129000.0,102000.0,238500.0,346500.0,82800.0,126500.0
2021-06-04,140338.0,0.0,1959.0,50.0,89000.0,128500.0,99800.0,241500.0,347000.0,82200.0,124000.0
2021-06-07,144635.0,0.0,1974.0,50.0,90000.0,128500.0,99900.0,241500.0,339500.0,81900.0,126000.0
2021-06-08,144635.0,0.0,1974.0,50.0,91500.0,127500.0,99400.0,243500.0,341000.0,81900.0,128500.0
2021-06-09,144635.0,0.0,1974.0,50.0,90300.0,122500.0,97900.0,239500.0,333500.0,81100.0,129000.0
2021-06-10,144635.0,0.0,1974.0,50.0,89200.0,123000.0,98100.0,236000.0,334000.0,81000.0,133500.0
2021-06-11,144635.0,0.0,1974.0,50.0,89800.0,128000.0,98000.0,238500.0,349500.0,81000.0,135500.0
2021-06-14,148273.0,0.0,1988.0,50.0,88500.0,127000.0,98100.0,238000.0,344500.0,80500.0,142500.0
2021-06-15,148273.0,0.0,1988.0,50.0,88400.0,128500.0,99100.0,237000.0,342000.0,80900.0,144500.0
2021-06-16,148273.0,0.0,1988.0,50.0,89100.0,129500.0,102000.0,239500.0,345000.0,81800.0,143000.0
2021-06-17,148273.0,0.0,1988.0,50.0,87600.0,126500.0,104000.0,236500.0,341000.0,80900.0,148000.0
2021-06-18,148273.0,0.0,1988.0,50.0,88500.0,124500.0,103500.0,235000.0,340000.0,80500.0,155000.0
2021-06-21,151506.0,0.0,2004.0,50.0,87400.0,122000.0,104000.0,233000.0,335500.0,79900.0,155000.0
2021-06-22,151506.0,0.0,2004.0,50.0,89800.0,122000.0,104500.0,241000.0,341000.0,80000.0,159000.0
2021-06-23,151506.0,0.0,2004.0,50.0,90200.0,124000.0,104500.0,242500.0,338500.0,80100.0,169500.0
2021-06-24,151506.0,0.0,2004.0,50.0,90600.0,126000.0,105500.0,242500.0,350000.0,81200.0,157000.0
2021-06-25,151506.0,0.0,2004.0,50.0,90700.0,128500.0,106500.0,243000.0,352000.0,81600.0,154500.0
2021-06-28,155572.0,0.0,2015.0,50.0,89500.0,126000.0,104500.0,241000.0,354000.0,81900.0,155000.0
2021-06-29,155572.0,0.0,2015.0,50.0,89500.0,125000.0,102000.0,239500.0,347000.0,81000.0,158000.0
2021-06-30,155572.0,0.0,2015.0,50.0,89600.0,127500.0,102500.0,239500.0,348000.0,80700.0,163000.0
2021-07-01,155572.0,0.0,2015.0,36.57,90500.0,124500.0,100500.0,242000.0,345000.0,80100.0,160000.0
2021-07-02,155572.0,0.0,2015.0,36.57,90000.0,122500.0,99800.0,239000.0,344000.0,80000.0,159500.0
2021-07-05,160795.0,0.0,2028.0,36.57,88900.0,123000.0,100000.0,236000.0,345000.0,80400.0,157000.0
2021-07-06,160795.0,0.0,2028.0,36.57,88700.0,125000.0,100000.0,236000.0,342500.0,81200.0,157500.0
2021-07-07,160795.0,0.0,2028.0,36.57,87800.0,123500.0,100000.0,232000.0,339500.0,80800.0,161000.0
2021-07-08,160795.0,0.0,2028.0,36.57,86900.0,121500.0,98400.0,229500.0,339500.0,79900.0,163000.0
2021-07-09,160795.0,0.0,2028.0,36.57,86000.0,119500.0,97100.0,226000.0,338000.0,79400.0,160500.0
2021-07-12,169146.0,0.0,2044.0,45.37,87700.0,120000.0,98000.0,230000.0,344500.0,79700.0,162000.0
2021-07-13,169146.0,0.0,2044.0,45.37,87900.0,123000.0,100000.0,230000.0,345000.0,79800.0,161000.0
2021-07-14,169146.0,0.0,2044.0,45.37,87600.0,123500.0,100500.0,230000.0,341000.0,79500.0,162000.0
2021-07-15,169146.0,0.0,2044.0,49.07,88200.0,123500.0,99400.0,231500.0,346000.0,80600.0,159500.0
2021-07-16,169146.0,0.0,2044.0,49.07,87100.0,121500.0,98800.0,230000.0,341000.0,79800.0,157000.0
2021-07-19,179203.0,0.0,2058.0,49.07,85800.0,119000.0,97000.0,227500.0,334500.0,79000.0,154000.0
2021-07-20,179203.0,0.0,2058.0,49.07,87100.0,118500.0,97400.0,227000.0,330000.0,79000.0,152000.0
2021-07-21,179203.0,0.0,2058.0,49.07,87100.0,117000.0,96800.0,228000.0,330500.0,78500.0,145000.0
2021-07-22,179203.0,0.0,2058.0,49.07,87400.0,119500.0,97800.0,228500.0,346000.0,79700.0,147500.0
2021-07-23,179203.0,0.0,2058.0,49.07,86400.0,118500.0,97800.0,225500.0,353500.0,79300.0,149500.0
2021-07-26,190166.0,0.0,2077.0,49.07,85900.0,117000.0,96500.0,224500.0,354000.0,78800.0,147500.0
2021-07-27,190166.0,0.0,2077.0,49.07,86400.0,116000.0,96500.0,225000.0,364500.0,78500.0,148000.0
2021-07-28,190166.0,0.0,2077.0,49.07,86100.0,114000.0,95900.0,222500.0,367500.0,79200.0,148000.0
2021-07-29,190166.0,0.0,2077.0,49.07,86300.0,114000.0,96400.0,222000.0,359000.0,79000.0,148500.0
2021-07-30,190166.0,0.0,2077.0,49.07,83600.0,112500.0,94200.0,218000.0,366500.0,78500.0,147000.0
2021-08-02,201001.0,0.0,2099.0,49.07,84700.0,116000.0,94800.0,220000.0,360000.0,79300.0,146000.0
2021-08-03,201001.0,0.0,2099.0,49.07,85800.0,120000.0,95900.0,223500.0,341000.0,81400.0,144000.0
2021-08-04,201001.0,0.0,2099.0,49.07,87000.0,121000.0,95600.0,225000.0,346500.0,82900.0,149500.0
2021-08-05,201001.0,0.0,2099.0,49.07,85700.0,120000.0,95500.0,223000.0,344000.0,82100.0,149000.0
2021-08-06,201001.0,0.0,2099.0,50.93,85600.0,118000.0,94800.0,222500.0,341000.0,81500.0,145500.0
2021-08-09,212447.0,0.0,2125.0,50.93,86200.0,116000.0,94800.0,221000.0,337500.0,81500.0,148000.0
2021-08-10,212447.0,0.0,2125.0,50.93,84200.0,112500.0,94400.0,219000.0,337500.0,80200.0,146500.0
2021-08-11,212447.0,0.0,2125.0,50.93,83100.0,105500.0,94700.0,218500.0,345500.0,78500.0,144000.0
2021-08-12,212447.0,0.0,2125.0,50.93,86600.0,100500.0,94900.0,219000.0,338000.0,77000.0,147500.0
2021-08-13,212447.0,0.0,2125.0,50.93,85200.0,101500.0,94000.0,217000.0,341000.0,74400.0,146000.0
2021-08-17,225481.0,0.0,2167.0,50.93,83200.0,101500.0,95300.0,213000.0,329500.0,74200.0,142000.0
2021-08-18,225481.0,0.0,2167.0,50.93,83200.0,104000.0,97600.0,212500.0,329000.0,73900.0,145500.0
2021-08-19,225481.0,0.0,2167.0,50.93,80400.0,102500.0,95100.0,206500.0,313500.0,73100.0,146500.0
2021-08-20,225481.0,0.0,2167.0,50.93,79400.0,102500.0,94300.0,201500.0,308000.0,72700.0,144000.0
2021-08-23,237778.0,0.0,2222.0,49.61,80000.0,103000.0,89500.0,204000.0,309500.0,73300.0,148500.0
2021-08-24,237778.0,0.0,2222.0,49.55,81200.0,105000.0,93300.0,209500.0,320000.0,75600.0,149000.0
2021-08-25,237778.0,0.0,2222.0,49.5,81600.0,103500.0,93800.0,209500.0,326000.0,75700.0,151000.0
2021-08-26,237778.0,0.0,2222.0,49.45,82000.0,104000.0,92700.0,210000.0,321500.0,74600.0,149500.0
2021-08-27,237778.0,0.0,2222.0,49.39,82100.0,103500.0,93300.0,208500.0,315000.0,74300.0,150000.0
2021-08-30,250049.0,0.0,2284.0,49.3,82600.0,103500.0,94100.0,210000.0,332000.0,74600.0,151500.0
2021-08-31,250049.0,0.0,2284.0,49.24,85100.0,106500.0,95300.0,212500.0,337000.0,76700.0,155000.0
2021-09-01,250049.0,0.0,2284.0,49.19,85800.0,108000.0,94300.0,215000.0,337500.0,76800.0,154000.0
2021-09-02,250049.0,0.0,2284.0,49.13,83800.0,106500.0,93200.0,211500.0,342500.0,76000.0,155000.0
2021-09-03,250049.0,0.0,2284.0,49.06,85900.0,107000.0,96400.0,214500.0,348000.0,76600.0,156500.0
2021-09-06,261777.0,0.0,2327.0,45.25,86200.0,106000.0,95300.0,215000.0,349000.0,77300.0,155500.0
2021-09-07,261777.0,0.0,2327.0,45.21,86000.0,104500.0,94100.0,212500.0,360500.0,76100.0,154000.0
2021-09-08,261777.0,0.0,2327.0,45.18,87400.0,106000.0,95700.0,213000.0,361500.0,76300.0,138500.0
2021-09-09,261777.0,0.0,2327.0,45.15,86000.0,103000.0,93500.0,208500.0,359500.0,75300.0,128500.0
2021-09-10,261777.0,0.0,2327.0,45.1,82500.0,105000.0,94400.0,206500.0,360000.0,75300.0,130000.0
2021-09-13,274413.0,0.0,2360.0,45.03,82600.0,106500.0,94800.0,205000.0,375000.0,76300.0,124500.0
2021-09-14,274413.0,0.0,2360.0,45.01,83400.0,107500.0,96600.0,209000.0,366500.0,76600.0,124000.0
2021-09-15,274413.0,0.0,2360.0,44.96,83300.0,107500.0,95700.0,209500.0,361500.0,77000.0,122500.0
2021-09-16,274413.0,0.0,2360.0,44.93,84500.0,104000.0,94800.0,208000.0,364500.0,76100.0,121500.0
2021-09-17,274413.0,0.0,2360.0,44.88,84100.0,107000.0,94600.0,209000.0,362500.0,77200.0,119500.0
2021-09-23,287534.0,0.0,2409.0,44.81,84200.0,105500.0,95300.0,208500.0,346500.0,77400.0,115000.0
2021-09-24,287534.0,0.0,2409.0,44.77,82600.0,104000.0,95200.0,207000.0,345000.0,77300.0,119500.0
2021-09-27,303553.0,0.0,2456.0,44.66,82100.0,104500.0,95700.0,204000.0,340000.0,77700.0,120000.0
2021-09-28,303553.0,0.0,2456.0,44.59,80100.0,103500.0,93800.0,201500.0,335500.0,76300.0,117500.0
2021-09-29,303553.0,0.0,2456.0,44.53,81400.0,100000.0,90300.0,201500.0,330000.0,74100.0,116500.0
2021-09-30,303553.0,0.0,2456.0,44.47,81200.0,103000.0,93000.0,200000.0,330000.0,74100.0,118000.0
2021-10-01,303553.0,0.0,2456.0,44.38,78300.0,100000.0,93000.0,193500.0,324000.0,73200.0,116500.0
2021-10-05,319777.0,0.0,2513.0,44.23,77800.0,97900.0,93100.0,193500.0,322000.0,72200.0,111000.0
2021-10-06,319777.0,0.0,2513.0,44.18,74700.0,96500.0,89900.0,194000.0,317000.0,71300.0,113000.0
2021-10-07,319777.0,0.0,2513.0,44.1,79800.0,95700.0,92300.0,201000.0,319500.0,71600.0,119500.0
2021-10-08,319777.0,0.0,2513.0,43.98,81900.0,94000.0,91900.0,205000.0,320000.0,71500.0,117500.0
2021-10-12,332816.0,0.0,2583.0,43.89,82200.0,91500.0,92700.0,204500.0,322000.0,69000.0,113500.0
2021-10-13,332816.0,0.0,2583.0,43.84,84200.0,92000.0,93400.0,211000.0,325000.0,68800.0,117000.0
2021-10-14,332816.0,0.0,2583.0,43.79,84100.0,93800.0,95400.0,209000.0,327500.0,69400.0,121500.0
2021-10-15,332816.0,0.0,2583.0,43.72,83800.0,98400.0,95600.0,208500.0,328000.0,70100.0,122000.0
2021-10-18,343445.0,0.0,2668.0,43.61,84200.0,97100.0,95800.0,209500.0,319500.0,70200.0,121500.0
2021-10-19,343445.0,0.0,2668.0,43.56,84300.0,97700.0,96100.0,209000.0,320000.0,70600.0,127500.0
2021-10-20,343445.0,0.0,2668.0,43.53,83800.0,97900.0,95200.0,209000.0,309500.0,70300.0,128000.0
2021-10-21,343445.0,0.0,2668.0,43.48,83600.0,96300.0,94700.0,207500.0,311000.0,70200.0,128000.0
2021-10-22,343445.0,0.0,2668.0,43.42,83400.0,98500.0,94600.0,207500.0,303500.0,70400.0,127500.0
2021-10-25,353089.0,0.0,2773.0,43.33,84300.0,100000.0,95000.0,211000.0,313000.0,70200.0,126000.0
2021-10-26,353089.0,0.0,2773.0,43.3,84800.0,102000.0,94500.0,213500.0,315000.0,71100.0,127500.0
2021-10-27,353089.0,0.0,2773.0,43.27,85000.0,101500.0,94700.0,213500.0,308000.0,70100.0,128500.0
2021-10-28,353089.0,0.0,2773.0,43.21,86000.0,106500.0,91500.0,210000.0,301000.0,70700.0,125500.0
2021-10-29,353089.0,0.0,2773.0,43.13,85100.0,103000.0,91200.0,208000.0,296000.0,69800.0,125500.0
2021-11-01,366385.0,0.0,2859.0,42.61,84300.0,106500.0,92500.0,208000.0,296500.0,69900.0,125500.0
2021-11-02,366385.0,0.0,2859.0,42.6,86000.0,107500.0,93100.0,210000.0,298000.0,71500.0,128000.0
2021-11-03,366385.0,0.0,2859.0,42.59,85000.0,105500.0,92400.0,208500.0,300500.0,70400.0,124500.0
2021-11-04,366385.0,0.0,2859.0,42.58,87000.0,106000.0,93100.0,214000.0,297500.0,70600.0,130000.0
2021-11-05,366385.0,0.0,2859.0,42.56,88000.0,107000.0,93500.0,215000.0,285000.0,70200.0,128500.0
2021-11-08,381692.0,0.0,2980.0,42.54,88100.0,107500.0,93600.0,215000.0,284500.0,70600.0,125000.0
2021-11-09,381692.0,0.0,2980.0,42.52,87000.0,109000.0,94000.0,213000.0,285000.0,70500.0,125500.0
2021-11-10,381692.0,0.0,2980.0,42.51,85500.0,108500.0,91200.0,208500.0,274000.0,70200.0,124000.0
2021-11-11,381692.0,0.0,2980.0,42.5,83900.0,107500.0,89200.0,205000.0,274500.0,69900.0,125500.0
2021-11-12,381692.0,0.0,2980.0,42.48,86800.0,106500.0,90000.0,208000.0,285000.0,70600.0,127000.0
2021-11-15,397466.0,0.0,3115.0,42.46,86500.0,111000.0,90300.0,209000.0,285000.0,71400.0,129000.0
2021-11-16,397466.0,0.0,3115.0,42.46,84200.0,112000.0,89700.0,206500.0,283500.0,71300.0,127500.0
2021-11-17,397466.0,0.0,3115.0,42.45,84000.0,110500.0,88100.0,207000.0,276000.0,70700.0,125000.0
